pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
3559,planning,US 36 Added Travel Lanes,"DOT,highway,transport,IN,Indiana",United States,"Avon, Indiana",Transport,Highways,10,,2020-06-01,2023-06-01,,Indiana Department of Transportation,39.762823,-86.399717,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Avon, Indiana""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Avon"",""adminArea5Type"":""City"",""adminArea4"":""Hendricks County"",""adminArea4Type"":""County"",""adminArea3"":""IN"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""46123"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.762823,""lng"":-86.399717},""displayLatLng"":{""lat"":39.762823,""lng"":-86.399717}}]}]}"
3915,planning,I-95 Widening North of Fayetteville: Exit 75 to Exit 77,"NC,I-95",United States,Harnett County,Transport,Highways,78,Public,2021-07-01,2025-07-01,,NCDOT,35.388093,-78.862496,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Harnett County""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Harnett County"",""adminArea4Type"":""County"",""adminArea3"":""NC"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":35.388093,""lng"":-78.862496},""displayLatLng"":{""lat"":35.388093,""lng"":-78.862496}}]}]}"
3523,planning,710 Freight Corridor,"freight,rail,CA",United States,"Long Beach, California",Transport,Freight Rail,5000,PPP,2020-06-01,2024-06-01,,"The California Department of Transportation (Caltrans), in cooperation with other local public agencies",33.785389,-118.158049,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Long Beach, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Long Beach"",""adminArea5Type"":""City"",""adminArea4"":""Los Angeles County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":33.785389,""lng"":-118.158049},""displayLatLng"":{""lat"":33.785389,""lng"":-118.158049}}]}]}"
3611,feasibility,EVRAZ Pueblo,"Solar,Pueblo,Renewable Energy,Colorado,CO",United States,"Pueblo, CO",Energy,Generation — Renewables,250,Private,1111-11-11,2021-12-01,,EVRAZ North America,38.254447,-104.609141,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Pueblo, CO United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Pueblo"",""adminArea5Type"":""City"",""adminArea4"":""Pueblo County"",""adminArea4Type"":""County"",""adminArea3"":""CO"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.254447,""lng"":-104.609141},""displayLatLng"":{""lat"":38.254447,""lng"":-104.609141}}]}]}"
3424,planning,FM 917 Widening,"road,texas,widening,TX",United States,"Joshua, Texas",Transport,Highways,17,,2022-06-01,1111-11-11,,TxDOT,32.461529,-97.388073,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Joshua, Texas""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Joshua"",""adminArea5Type"":""City"",""adminArea4"":""Johnson County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.461529,""lng"":-97.388073},""displayLatLng"":{""lat"":32.461529,""lng"":-97.388073}}]}]}"
3418,planning,SH 190 - East Branch Project,"texas,highway,TX",United States,Kaufman,Transport,Highways,1500,,2023-12-01,2026-06-01,,TxDOT,32.589366,-96.30866,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Kaufman""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Kaufman"",""adminArea5Type"":""City"",""adminArea4"":""Kaufman County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.589366,""lng"":-96.30866},""displayLatLng"":{""lat"":32.589366,""lng"":-96.30866}}]}]}"
3629,planning,US 83/84 Y Intersection,"Texas,Tuscola,Highway",United States,"Tuscola, TX 79562",Transport,Highways,12,PPP,2020-02-01,2025-05-01,,TxDOT,32.209578,-99.796754,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Tuscola, TX 79562""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Tuscola"",""adminArea5Type"":""City"",""adminArea4"":""Taylor County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.209578,""lng"":-99.796754},""displayLatLng"":{""lat"":32.209578,""lng"":-99.796754}}]}]}"
3421,planning,Highway 20 Cure Realignment,"road,california,stimulus,CA",United States,"Emigrant Gap, California",Transport,Highways,55,,2021-10-01,2023-11-01,,Caltrans,39.296845,-120.672712,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Emigrant Gap, California""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Emigrant Gap"",""adminArea5Type"":""City"",""adminArea4"":""Placer County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""95715"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":39.296845,""lng"":-120.672712},""displayLatLng"":{""lat"":39.296845,""lng"":-120.672712}}]}]}"
3635,feasibility,Pangborn Memorial Airport,"airport,aviation,washington,logisitcs,transport,WA",United States,"East Wenatchee, Washington",Transport,Airports & Logistics,15,,2021-06-01,2022-06-01,,Ports of Chelan and Douglas County,47.415682,-120.293126,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""East Wenatchee, Washington""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""East Wenatchee"",""adminArea5Type"":""City"",""adminArea4"":""Douglas County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.415682,""lng"":-120.293126},""displayLatLng"":{""lat"":47.415682,""lng"":-120.293126}}]}]}"
3636,feasibility,South County Traffic Relief Effort,"Caltrans,California,SR 241,I-5,Route 73,SR 73,Transport,Highways,CA",United States,"Rancho Santa Margarita, California",Transport,Highways,1300,,2024-06-01,2025-06-01,,Caltrans,33.640885,-117.602934,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Rancho Santa Margarita, California""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Rancho Santa Margarita"",""adminArea5Type"":""City"",""adminArea4"":""Orange County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":33.640885,""lng"":-117.602934},""displayLatLng"":{""lat"":33.640885,""lng"":-117.602934}}]}]}"
3426,planning,North Houston Highway Improvement Project,"texas,houston,megaproject,TX",United States,Houston,Transport,Highways,7000,Design–Build,2022-01-01,2035-01-01,,TxDOT,29.758938,-95.367697,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Houston""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Houston"",""adminArea5Type"":""City"",""adminArea4"":""Harris County"",""adminArea4Type"":""County"",""adminArea3"":""TX"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""77002"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":29.758938,""lng"":-95.367697},""displayLatLng"":{""lat"":29.758938,""lng"":-95.367697}}]}]}"
3917,procurement,Honolulu LRT: Middle Street-to-Ala Moana line,"lrt,HI,Honolulu",United States,Honolulu,Transport,Transit,1400,PPP,2020-12-01,2025-12-01,TBD - August 2020,"Honolulu Authority for Rapid Transportation, City of Honolulu",21.304547,-157.855676,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Honolulu""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Honolulu"",""adminArea5Type"":""City"",""adminArea4"":""Honolulu County"",""adminArea4Type"":""County"",""adminArea3"":""HI"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":21.304547,""lng"":-157.855676},""displayLatLng"":{""lat"":21.304547,""lng"":-157.855676}}]}]}"
3638,planning,Manatee Energy Storage Center,"energy,storage,renewables,FL",United States,"Manatee County, Florida",Energy,Other,350,Private,2020-06-01,2021-10-01,,Florida Power and Light Company (FPL),27.521393,-82.380157,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Manatee County, Florida""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Manatee County"",""adminArea4Type"":""County"",""adminArea3"":""FL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":27.521393,""lng"":-82.380157},""displayLatLng"":{""lat"":27.521393,""lng"":-82.380157}}]}]}"
3427,planning,"State Route 12 Roadway Resurfacing, Restoration, and Rehabilitation Project","highway,california,CA",United States,"Rio Vista, California",Transport,Highways,70,,2021-12-01,2023-06-01,,Caltrans,38.15575,-121.691344,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Rio Vista, California""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Rio Vista"",""adminArea5Type"":""City"",""adminArea4"":""Solano County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""94571"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.15575,""lng"":-121.691344},""displayLatLng"":{""lat"":38.15575,""lng"":-121.691344}}]}]}"
2938,planning,Tacoma Dome Link Extension,"light rail,transit,seattle,takoma dome,sound transit",United States,Tacoma,Transport,Transit,2000,Public,2025-06-01,2030-01-01,,Sound Transit,47.24958,-122.439875,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Tacoma""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Tacoma"",""adminArea5Type"":""City"",""adminArea4"":""Pierce County"",""adminArea4Type"":""County"",""adminArea3"":""WA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""98402"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":47.24958,""lng"":-122.439875},""displayLatLng"":{""lat"":47.24958,""lng"":-122.439875}}]}]}"
3432,planning,Broadway Bridge Construction,"bridge,sacramento,california,CA",United States,West Sacramento,Transport,Bridges,100,,2030-01-01,1111-11-11,,City of West Sacramento,38.580461,-121.530234,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""West Sacramento""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""West Sacramento"",""adminArea5Type"":""City"",""adminArea4"":""Yolo County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.580461,""lng"":-121.530234},""displayLatLng"":{""lat"":38.580461,""lng"":-121.530234}}]}]}"
3641,planning,Valley Metro Northwest Extension Phase II,"lrt,valley metro,arizona,phoenix,AZ",United States,Phoenix,Transport,Transit,400,Public,2020-08-01,2024-06-01,,Valley Metro and the city of Phoenix,33.448587,-112.077346,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Phoenix""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Phoenix"",""adminArea5Type"":""City"",""adminArea4"":""Maricopa County"",""adminArea4Type"":""County"",""adminArea3"":""AZ"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":33.448587,""lng"":-112.077346},""displayLatLng"":{""lat"":33.448587,""lng"":-112.077346}}]}]}"
